3 -38.00 139.42 -60.00   834.730
3 -38.00 139.42 -80.00  1003.650
3 -38.00 139.42 -100.00  1172.570
3 -38.00 139.42 -120.00  1265.796
3 -38.00 139.42 -140.00  1283.328
3 -38.00 139.42 -160.00  1300.860
3 -38.00 139.42 -180.00  1318.392
3 -38.00 139.42 -200.00  1335.924
3 -38.00 139.42 -220.00  1353.454
3 -38.00 139.42 -240.00  1370.982
3 -38.00 139.42 -260.00  1388.510
3 -38.00 139.42 -280.00  1406.042
3 -38.00 139.42 -300.00  1423.574
3 -38.00 139.42 -320.00  1441.106
3 -38.00 139.42 -340.00  1458.638
4 -37.54 139.42 -0.00    10.000
4 -37.54 139.42 -2.00    37.213
4 -37.54 139.42 -5.00    78.033
4 -37.54 139.42 -10.00   146.065
4 -37.54 139.42 -15.00   214.097
4 -37.54 139.42 -20.00   282.130
4 -37.54 139.42 -25.00   350.162
4 -37.54 139.42 -30.00   418.195
4 -37.54 139.42 -35.00   486.227
4 -37.54 139.42 -40.00   554.260
4 -37.54 139.42 -60.00   826.390
4 -37.54 139.42 -80.00   977.742
4 -37.54 139.42 -100.00  1129.094
4 -37.54 139.42 -120.00  1201.748
4 -37.54 139.42 -140.00  1195.704
4 -37.54 139.42 -160.00  1189.660
4 -37.54 139.42 -180.00  1260.380
4 -37.54 139.42 -200.00  1331.100
4 -37.54 139.42 -220.00  1365.358
4 -37.54 139.42 -240.00  1363.154
4 -37.54 139.42 -260.00  1360.950
4 -37.54 139.42 -280.00  1322.934
4 -37.54 139.42 -300.00  1284.918
4 -37.54 139.42 -320.00  1310.404
4 -37.54 139.42 -340.00  1399.392
5 -37.08 139.42 -0.00    10.000
5 -37.08 139.42 -2.00    37.565
5 -37.08 139.42 -5.00    78.913
5 -37.08 139.42 -10.00   147.827
5 -37.08 139.42 -15.00   216.740
5 -37.08 139.42 -20.00   285.653
5 -37.08 139.42 -25.00   354.567
5 -37.08 139.42 -30.00   423.480
5 -37.08 139.42 -35.00   492.393
5 -37.08 139.42 -40.00   561.307
5 -37.08 139.42 -60.00   836.960
5 -37.08 139.42 -80.00   970.664
5 -37.08 139.42 -100.00  1104.368
5 -37.08 139.42 -120.00  1185.906
5 -37.08 139.42 -140.00  1215.278
5 -37.08 139.42 -160.00  1244.650
5 -37.08 139.42 -180.00  1255.894
5 -37.08 139.42 -200.00  1267.138
5 -37.08 139.42 -220.00  1285.698
5 -37.08 139.42 -240.00  1311.574
5 -37.08 139.42 -260.00  1337.450
5 -37.08 139.42 -280.00  1349.282
5 -37.08 139.42 -300.00  1361.114
5 -37.08 139.42 -320.00  1380.072
5 -37.08 139.42 -340.00  1406.156
6 -36.63 139.42 -0.00    10.000
6 -36.63 139.42 -2.00    36.501
6 -36.63 139.42 -5.00    76.253
6 -36.63 139.42 -10.00   142.505
6 -36.63 139.42 -15.00   208.757
6 -36.63 139.42 -20.00   275.010
6 -36.63 139.42 -25.00   341.262
6 -36.63 139.42 -30.00   407.515
6 -36.63 139.42 -35.00   473.767
6 -36.63 139.42 -40.00   540.020
6 -36.63 139.42 -60.00   805.030
6 -36.63 139.42 -80.00   943.218
6 -36.63 139.42 -100.00  1081.406
6 -36.63 139.42 -120.00  1165.322
6 -36.63 139.42 -140.00  1194.966
6 -36.63 139.42 -160.00  1224.610
6 -36.63 139.42 -180.00  1215.018
6 -36.63 139.42 -200.00  1205.426
6 -36.63 139.42 -220.00  1226.302
6 -36.63 139.42 -240.00  1277.646
6 -36.63 139.42 -260.00  1328.990
6 -36.63 139.42 -280.00  1340.466
6 -36.63 139.42 -300.00  1351.942
6 -36.63 139.42 -320.00  1384.378
6 -36.63 139.42 -340.00  1437.774
7 -36.17 139.42 -0.00    10.000
7 -36.17 139.42 -2.00    36.593
7 -36.17 139.42 -5.00    76.483
7 -36.17 139.42 -10.00   142.965
7 -36.17 139.42 -15.00   209.447
7 -36.17 139.42 -20.00   275.930
7 -36.17 139.42 -25.00   342.412
7 -36.17 139.42 -30.00   408.895
7 -36.17 139.42 -35.00   475.377
7 -36.17 139.42 -40.00   541.860
7 -36.17 139.42 -60.00   807.790
7 -36.17 139.42 -80.00   931.426
7 -36.17 139.42 -100.00  1055.062
7 -36.17 139.42 -120.00  1141.628
7 -36.17 139.42 -140.00  1191.124
7 -36.17 139.42 -160.00  1240.620
7 -36.17 139.42 -180.00  1249.228
7 -36.17 139.42 -200.00  1257.836
7 -36.17 139.42 -220.00  1272.058
7 -36.17 139.42 -240.00  1291.894
7 -36.17 139.42 -260.00  1311.730
7 -36.17 139.42 -280.00  1301.834
7 -36.17 139.42 -300.00  1291.938
7 -36.17 139.42 -320.00  1313.884
7 -36.17 139.42 -340.00  1367.672
8 -35.71 139.42 -0.00    10.000
8 -35.71 139.42 -2.00    36.642
8 -35.71 139.42 -5.00    76.606
8 -35.71 139.42 -10.00   143.212
8 -35.71 139.42 -15.00   209.817
8 -35.71 139.42 -20.00   276.423
8 -35.71 139.42 -25.00   343.029
8 -35.71 139.42 -30.00   409.635
8 -35.71 139.42 -35.00   476.241
8 -35.71 139.42 -40.00   542.847
8 -35.71 139.42 -60.00   809.270
8 -35.71 139.42 -80.00   932.758
8 -35.71 139.42 -100.00  1056.246
8 -35.71 139.42 -120.00  1136.326
8 -35.71 139.42 -140.00  1172.998
8 -35.71 139.42 -160.00  1209.670
8 -35.71 139.42 -180.00  1250.710
8 -35.71 139.42 -200.00  1291.750
8 -35.71 139.42 -220.00  1289.854
8 -35.71 139.42 -240.00  1245.022
8 -35.71 139.42 -260.00  1200.190
8 -35.71 139.42 -280.00  1272.062
8 -35.71 139.42 -300.00  1343.934
8 -35.71 139.42 -320.00  1387.796
8 -35.71 139.42 -340.00  1403.648
9 -35.26 139.42 -0.00    10.000
9 -35.26 139.42 -2.00    34.601
9 -35.26 139.42 -5.00    71.503
9 -35.26 139.42 -10.00   133.005
9 -35.26 139.42 -15.00   194.507
9 -35.26 139.42 -20.00   256.010
9 -35.26 139.42 -25.00   317.512
9 -35.26 139.42 -30.00   379.015
9 -35.26 139.42 -35.00   440.517
9 -35.26 139.42 -40.00   502.020
9 -35.26 139.42 -60.00   748.030
9 -35.26 139.42 -80.00   864.510
9 -35.26 139.42 -100.00   980.990
9 -35.26 139.42 -120.00  1074.890
9 -35.26 139.42 -140.00  1146.210
9 -35.26 139.42 -160.00  1217.530
9 -35.26 139.42 -180.00  1287.182
9 -35.26 139.42 -200.00  1356.834
9 -35.26 139.42 -220.00  1348.742
9 -35.26 139.42 -240.00  1262.906
9 -35.26 139.42 -260.00  1177.070
9 -35.26 139.42 -280.00  1240.202
9 -35.26 139.42 -300.00  1303.334
9 -35.26 139.42 -320.00  1350.086
9 -35.26 139.42 -340.00  1380.458
10 -34.80 139.42 -0.00    10.000
10 -34.80 139.42 -2.00    34.485
10 -34.80 139.42 -5.00    71.212
10 -34.80 139.42 -10.00   132.423
10 -34.80 139.42 -15.00   193.635
10 -34.80 139.42 -20.00   254.847
10 -34.80 139.42 -25.00   316.058
10 -34.80 139.42 -30.00   377.270
10 -34.80 139.42 -35.00   438.482
10 -34.80 139.42 -40.00   499.693
10 -34.80 139.42 -60.00   744.540
10 -34.80 139.42 -80.00   858.888
10 -34.80 139.42 -100.00   973.236
10 -34.80 139.42 -120.00  1063.548
10 -34.80 139.42 -140.00  1129.824
10 -34.80 139.42 -160.00  1196.100
10 -34.80 139.42 -180.00  1226.324
10 -34.80 139.42 -200.00  1256.548
10 -34.80 139.42 -220.00  1263.918
10 -34.80 139.42 -240.00  1248.434
10 -34.80 139.42 -260.00  1232.950
10 -34.80 139.42 -280.00  1312.158
10 -34.80 139.42 -300.00  1391.366
10 -34.80 139.42 -320.00  1450.602
10 -34.80 139.42 -340.00  1489.866
11 -34.34 139.42 -0.00    10.000
11 -34.34 139.42 -2.00    36.954
11 -34.34 139.42 -5.00    77.386
11 -34.34 139.42 -10.00   144.772
11 -34.34 139.42 -15.00   212.157
11 -34.34 139.42 -20.00   279.543
11 -34.34 139.42 -25.00   346.929
11 -34.34 139.42 -30.00   414.315
11 -34.34 139.42 -35.00   481.701
11 -34.34 139.42 -40.00   549.087
11 -34.34 139.42 -60.00   818.630
11 -34.34 139.42 -80.00   946.246
11 -34.34 139.42 -100.00  1073.862
11 -34.34 139.42 -120.00  1137.746
11 -34.34 139.42 -140.00  1137.898
11 -34.34 139.42 -160.00  1138.050
11 -34.34 139.42 -180.00  1166.834
11 -34.34 139.42 -200.00  1195.618
11 -34.34 139.42 -220.00  1244.558
11 -34.34 139.42 -240.00  1313.654
11 -34.34 139.42 -260.00  1382.750
11 -34.34 139.42 -280.00  1382.722
11 -34.34 139.42 -300.00  1382.694
11 -34.34 139.42 -320.00  1412.086
11 -34.34 139.42 -340.00  1470.898
12 -33.88 139.42 -0.00    10.000
12 -33.88 139.42 -2.00    34.087
12 -33.88 139.42 -5.00    70.218
12 -33.88 139.42 -10.00   130.435
12 -33.88 139.42 -15.00   190.652
12 -33.88 139.42 -20.00   250.870
12 -33.88 139.42 -25.00   311.087
12 -33.88 139.42 -30.00   371.305
12 -33.88 139.42 -35.00   431.522
12 -33.88 139.42 -40.00   491.740
12 -33.88 139.42 -60.00   732.610
12 -33.88 139.42 -80.00   843.322
12 -33.88 139.42 -100.00   954.034
12 -33.88 139.42 -120.00  1041.482
12 -33.88 139.42 -140.00  1105.666
12 -33.88 139.42 -160.00  1169.850
12 -33.88 139.42 -180.00  1209.310
12 -33.88 139.42 -200.00  1248.770
12 -33.88 139.42 -220.00  1272.650
12 -33.88 139.42 -240.00  1280.950
12 -33.88 139.42 -260.00  1289.250
12 -33.88 139.42 -280.00  1285.806
12 -33.88 139.42 -300.00  1282.362
12 -33.88 139.42 -320.00  1300.022
12 -33.88 139.42 -340.00  1338.786
13 -33.43 139.42 -0.00    10.000
13 -33.43 139.42 -2.00    33.929
13 -33.43 139.42 -5.00    69.823
13 -33.43 139.42 -10.00   129.647
13 -33.43 139.42 -15.00   189.470
13 -33.43 139.42 -20.00   249.293
13 -33.43 139.42 -25.00   309.117
13 -33.43 139.42 -30.00   368.940
13 -33.43 139.42 -35.00   428.763
13 -33.43 139.42 -40.00   488.587
13 -33.43 139.42 -60.00   727.880
13 -33.43 139.42 -80.00   830.708
13 -33.43 139.42 -100.00   933.536
13 -33.43 139.42 -120.00  1027.426
13 -33.43 139.42 -140.00  1112.378
13 -33.43 139.42 -160.00  1197.330
13 -33.43 139.42 -180.00  1247.702
13 -33.43 139.42 -200.00  1298.074
13 -33.43 139.42 -220.00  1322.296
13 -33.43 139.42 -240.00  1320.368
13 -33.43 139.42 -260.00  1318.440
13 -33.43 139.42 -280.00  1310.324
13 -33.43 139.42 -300.00  1302.208
13 -33.43 139.42 -320.00  1315.896
13 -33.43 139.42 -340.00  1351.388
14 -32.97 139.42 -0.00    10.000
14 -32.97 139.42 -2.00    33.064
14 -32.97 139.42 -5.00    67.661
14 -32.97 139.42 -10.00   125.322
14 -32.97 139.42 -15.00   182.982
14 -32.97 139.42 -20.00   240.643
14 -32.97 139.42 -25.00   298.304
14 -32.97 139.42 -30.00   355.965
14 -32.97 139.42 -35.00   413.626
14 -32.97 139.42 -40.00   471.287
14 -32.97 139.42 -60.00   701.930
14 -32.97 139.42 -80.00   788.738
14 -32.97 139.42 -100.00   875.546
14 -32.97 139.42 -120.00   958.796
14 -32.97 139.42 -140.00  1038.488
14 -32.97 139.42 -160.00  1118.180
14 -32.97 139.42 -180.00  1155.872
14 -32.97 139.42 -200.00  1193.564
14 -32.97 139.42 -220.00  1228.808
14 -32.97 139.42 -240.00  1261.604
14 -32.97 139.42 -260.00  1294.400
14 -32.97 139.42 -280.00  1318.892
14 -32.97 139.42 -300.00  1343.384
14 -32.97 139.42 -320.00  1389.570
14 -32.97 139.42 -340.00  1457.450
15 -32.51 139.42 -0.00    10.000
15 -32.51 139.42 -2.00    32.672
15 -32.51 139.42 -5.00    66.680
15 -32.51 139.42 -10.00   123.360
15 -32.51 139.42 -15.00   180.040
15 -32.51 139.42 -20.00   236.720
15 -32.51 139.42 -25.00   293.400
15 -32.51 139.42 -30.00   350.080
15 -32.51 139.42 -35.00   406.760
15 -32.51 139.42 -40.00   463.440
15 -32.51 139.42 -60.00   690.160
15 -32.51 139.42 -80.00   760.868
15 -32.51 139.42 -100.00   831.576
15 -32.51 139.42 -120.00   902.222
15 -32.51 139.42 -140.00   972.806
15 -32.51 139.42 -160.00  1043.390
15 -32.51 139.42 -180.00  1101.582
15 -32.51 139.42 -200.00  1159.774
15 -32.51 139.42 -220.00  1193.720
15 -32.51 139.42 -240.00  1203.420
15 -32.51 139.42 -260.00  1213.120
15 -32.51 139.42 -280.00  1240.800
15 -32.51 139.42 -300.00  1268.480
15 -32.51 139.42 -320.00  1325.784
15 -32.51 139.42 -340.00  1412.712
16 -32.06 139.42 -0.00    10.000
16 -32.06 139.42 -2.00    32.989
16 -32.06 139.42 -5.00    67.473
16 -32.06 139.42 -10.00   124.947
16 -32.06 139.42 -15.00   182.420
16 -32.06 139.42 -20.00   239.893
16 -32.06 139.42 -25.00   297.367
16 -32.06 139.42 -30.00   354.840
16 -32.06 139.42 -35.00   412.313
16 -32.06 139.42 -40.00   469.787
16 -32.06 139.42 -60.00   699.680
16 -32.06 139.42 -80.00   753.504
16 -32.06 139.42 -100.00   807.328
16 -32.06 139.42 -120.00   861.150
16 -32.06 139.42 -140.00   914.970
16 -32.06 139.42 -160.00   968.790
16 -32.06 139.42 -180.00  1022.282
16 -32.06 139.42 -200.00  1075.774
16 -32.06 139.42 -220.00  1121.946
16 -32.06 139.42 -240.00  1160.798
16 -32.06 139.42 -260.00  1199.650
16 -32.06 139.42 -280.00  1212.914
16 -32.06 139.42 -300.00  1226.178
16 -32.06 139.42 -320.00  1282.098
16 -32.06 139.42 -340.00  1380.674
17 -31.60 139.42 -0.00    10.000
17 -31.60 139.42 -2.00    33.416
17 -31.60 139.42 -5.00    68.540
17 -31.60 139.42 -10.00   127.080
17 -31.60 139.42 -15.00   185.620
17 -31.60 139.42 -20.00   244.160
17 -31.60 139.42 -25.00   302.700
17 -31.60 139.42 -30.00   361.240
17 -31.60 139.42 -35.00   419.780
17 -31.60 139.42 -40.00   478.320
17 -31.60 139.42 -60.00   712.480
17 -31.60 139.42 -80.00   757.792
17 -31.60 139.42 -100.00   803.104
17 -31.60 139.42 -120.00   848.416
17 -31.60 139.42 -140.00   893.728
17 -31.60 139.42 -160.00   939.040
17 -31.60 139.42 -180.00   984.352
17 -31.60 139.42 -200.00  1029.664
17 -31.60 139.42 -220.00  1074.426
17 -31.60 139.42 -240.00  1118.638
17 -31.60 139.42 -260.00  1162.850
17 -31.60 139.42 -280.00  1195.510
17 -31.60 139.42 -300.00  1228.170
17 -31.60 139.42 -320.00  1276.546
17 -31.60 139.42 -340.00  1340.638
18 -31.14 139.42 -0.00    10.000
18 -31.14 139.42 -2.00    34.894
18 -31.14 139.42 -5.00    72.234
18 -31.14 139.42 -10.00   134.468
18 -31.14 139.42 -15.00   196.702
18 -31.14 139.42 -20.00   258.937
18 -31.14 139.42 -25.00   321.171
18 -31.14 139.42 -30.00   383.405
18 -31.14 139.42 -35.00   445.639
18 -31.14 139.42 -40.00   507.873
18 -31.14 139.42 -60.00   756.810
18 -31.14 139.42 -80.00   797.458
18 -31.14 139.42 -100.00   838.106
18 -31.14 139.42 -120.00   878.752
18 -31.14 139.42 -140.00   919.396
18 -31.14 139.42 -160.00   960.040
18 -31.14 139.42 -180.00  1000.684
18 -31.14 139.42 -200.00  1041.328
18 -31.14 139.42 -220.00  1081.738
18 -31.14 139.42 -240.00  1121.914
18 -31.14 139.42 -260.00  1162.090
18 -31.14 139.42 -280.00  1193.506
18 -31.14 139.42 -300.00  1224.922
18 -31.14 139.42 -320.00  1269.450
18 -31.14 139.42 -340.00  1327.090
19 -30.69 139.42 -0.00    10.000
19 -30.69 139.42 -2.00    35.688
19 -30.69 139.42 -5.00    74.221
19 -30.69 139.42 -10.00   138.442
19 -30.69 139.42 -15.00   202.662
19 -30.69 139.42 -20.00   266.883
19 -30.69 139.42 -25.00   331.104
19 -30.69 139.42 -30.00   395.325
19 -30.69 139.42 -35.00   459.546
19 -30.69 139.42 -40.00   523.767
19 -30.69 139.42 -60.00   780.650
19 -30.69 139.42 -80.00   818.710
19 -30.69 139.42 -100.00   856.770
19 -30.69 139.42 -120.00   894.832
19 -30.69 139.42 -140.00   932.896
19 -30.69 139.42 -160.00   970.960
19 -30.69 139.42 -180.00  1009.020
19 -30.69 139.42 -200.00  1047.080
19 -30.69 139.42 -220.00  1085.110
19 -30.69 139.42 -240.00  1123.110
19 -30.69 139.42 -260.00  1161.110
19 -30.69 139.42 -280.00  1193.714
19 -30.69 139.42 -300.00  1226.318
19 -30.69 139.42 -320.00  1289.998
19 -30.69 139.42 -340.00  1384.754
20 -30.23 139.42 -0.00    10.000
20 -30.23 139.42 -2.00    35.197
20 -30.23 139.42 -5.00    72.993
20 -30.23 139.42 -10.00   135.985
20 -30.23 139.42 -15.00   198.977
20 -30.23 139.42 -20.00   261.970
20 -30.23 139.42 -25.00   324.962
20 -30.23 139.42 -30.00   387.955
20 -30.23 139.42 -35.00   450.947
20 -30.23 139.42 -40.00   513.940
20 -30.23 139.42 -60.00   765.910
20 -30.23 139.42 -80.00   805.626
20 -30.23 139.42 -100.00   845.342
20 -30.23 139.42 -120.00   885.060
20 -30.23 139.42 -140.00   924.780
20 -30.23 139.42 -160.00   964.500
20 -30.23 139.42 -180.00  1004.216
20 -30.23 139.42 -200.00  1043.932
20 -30.23 139.42 -220.00  1083.648
20 -30.23 139.42 -240.00  1123.364
20 -30.23 139.42 -260.00  1163.080
20 -30.23 139.42 -280.00  1195.152
20 -30.23 139.42 -300.00  1227.224
20 -30.23 139.42 -320.00  1271.486
20 -30.23 139.42 -340.00  1327.938
21 -29.77 139.42 -0.00    10.000
21 -29.77 139.42 -2.00    33.370
21 -29.77 139.42 -5.00    68.425
21 -29.77 139.42 -10.00   126.850
21 -29.77 139.42 -15.00   185.275
21 -29.77 139.42 -20.00   243.700
21 -29.77 139.42 -25.00   302.125
21 -29.77 139.42 -30.00   360.550
21 -29.77 139.42 -35.00   418.975
21 -29.77 139.42 -40.00   477.400
21 -29.77 139.42 -60.00   711.100
21 -29.77 139.42 -80.00   756.748
21 -29.77 139.42 -100.00   802.396
21 -29.77 139.42 -120.00   848.042
21 -29.77 139.42 -140.00   893.686
21 -29.77 139.42 -160.00   939.330
21 -29.77 139.42 -180.00   984.974
21 -29.77 139.42 -200.00  1030.618
21 -29.77 139.42 -220.00  1075.200
21 -29.77 139.42 -240.00  1118.720
21 -29.77 139.42 -260.00  1162.240
21 -29.77 139.42 -280.00  1194.556
21 -29.77 139.42 -300.00  1226.872
21 -29.77 139.42 -320.00  1291.942
21 -29.77 139.42 -340.00  1389.766
22 -38.91 140.00 -0.00    10.000
22 -38.91 140.00 -2.00    35.509
22 -38.91 140.00 -5.00    73.773
22 -38.91 140.00 -10.00   137.547
22 -38.91 140.00 -15.00   201.320
22 -38.91 140.00 -20.00   265.093
22 -38.91 140.00 -25.00   328.867
22 -38.91 140.00 -30.00   392.640
22 -38.91 140.00 -35.00   456.413
22 -38.91 140.00 -40.00   520.187
22 -38.91 140.00 -60.00   775.280
22 -38.91 140.00 -80.00   966.916
22 -38.91 140.00 -100.00  1158.552
22 -38.91 140.00 -120.00  1263.224
22 -38.91 140.00 -140.00  1280.932
22 -38.91 140.00 -160.00  1298.640
22 -38.91 140.00 -180.00  1316.348
22 -38.91 140.00 -200.00  1334.056
22 -38.91 140.00 -220.00  1351.764
22 -38.91 140.00 -240.00  1369.472
22 -38.91 140.00 -260.00  1387.180
22 -38.91 140.00 -280.00  1404.892
22 -38.91 140.00 -300.00  1422.604
22 -38.91 140.00 -320.00  1440.314
22 -38.91 140.00 -340.00  1458.022
23 -38.45 140.00 -0.00    10.000
23 -38.45 140.00 -2.00    35.990
23 -38.45 140.00 -5.00    74.975
23 -38.45 140.00 -10.00   139.950
23 -38.45 140.00 -15.00   204.925
23 -38.45 140.00 -20.00   269.900
23 -38.45 140.00 -25.00   334.875
23 -38.45 140.00 -30.00   399.850
23 -38.45 140.00 -35.00   464.825
23 -38.45 140.00 -40.00   529.800
23 -38.45 140.00 -60.00   789.700
23 -38.45 140.00 -80.00   954.132
23 -38.45 140.00 -100.00  1118.564
23 -38.45 140.00 -120.00  1221.618
23 -38.45 140.00 -140.00  1263.294
23 -38.45 140.00 -160.00  1304.970
23 -38.45 140.00 -180.00  1325.454
23 -38.45 140.00 -200.00  1345.938
23 -38.45 140.00 -220.00  1329.562
23 -38.45 140.00 -240.00  1276.326
23 -38.45 140.00 -260.00  1223.090
23 -38.45 140.00 -280.00  1316.898
23 -38.45 140.00 -300.00  1410.706
23 -38.45 140.00 -320.00  1449.624
23 -38.45 140.00 -340.00  1433.652
24 -38.00 140.00 -0.00    10.000
24 -38.00 140.00 -2.00    37.243
24 -38.00 140.00 -5.00    78.108
24 -38.00 140.00 -10.00   146.215
24 -38.00 140.00 -15.00   214.322
24 -38.00 140.00 -20.00   282.430
24 -38.00 140.00 -25.00   350.537
24 -38.00 140.00 -30.00   418.645
24 -38.00 140.00 -35.00   486.752
24 -38.00 140.00 -40.00   554.860
24 -38.00 140.00 -60.00   827.290
24 -38.00 140.00 -80.00   976.090
24 -38.00 140.00 -100.00  1124.890
24 -38.00 140.00 -120.00  1212.736
24 -38.00 140.00 -140.00  1239.628
24 -38.00 140.00 -160.00  1266.520
24 -38.00 140.00 -180.00  1282.268
24 -38.00 140.00 -200.00  1298.016
24 -38.00 140.00 -220.00  1295.842
24 -38.00 140.00 -240.00  1275.746
24 -38.00 140.00 -260.00  1255.650
24 -38.00 140.00 -280.00  1274.482
24 -38.00 140.00 -300.00  1293.314
24 -38.00 140.00 -320.00  1333.520
24 -38.00 140.00 -340.00  1395.100
25 -37.54 140.00 -0.00    10.000
25 -37.54 140.00 -2.00    38.098
25 -37.54 140.00 -5.00    80.244
25 -37.54 140.00 -10.00   150.488
25 -37.54 140.00 -15.00   220.732
25 -37.54 140.00 -20.00   290.977
25 -37.54 140.00 -25.00   361.221
25 -37.54 140.00 -30.00   431.465
25 -37.54 140.00 -35.00   501.709
25 -37.54 140.00 -40.00   571.953
25 -37.54 140.00 -60.00   852.930
25 -37.54 140.00 -80.00   992.930
25 -37.54 140.00 -100.00  1132.930
25 -37.54 140.00 -120.00  1222.444
25 -37.54 140.00 -140.00  1261.472
25 -37.54 140.00 -160.00  1300.500
25 -37.54 140.00 -180.00  1299.288
25 -37.54 140.00 -200.00  1298.076
25 -37.54 140.00 -220.00  1294.640
25 -37.54 140.00 -240.00  1288.980
25 -37.54 140.00 -260.00  1283.320
25 -37.54 140.00 -280.00  1320.744
25 -37.54 140.00 -300.00  1358.168
25 -37.54 140.00 -320.00  1383.692
25 -37.54 140.00 -340.00  1397.316
26 -37.08 140.00 -0.00    10.000
26 -37.08 140.00 -2.00    38.528
26 -37.08 140.00 -5.00    81.320
26 -37.08 140.00 -10.00   152.640
26 -37.08 140.00 -15.00   223.960
26 -37.08 140.00 -20.00   295.280
26 -37.08 140.00 -25.00   366.600
26 -37.08 140.00 -30.00   437.920
26 -37.08 140.00 -35.00   509.240
26 -37.08 140.00 -40.00   580.560
26 -37.08 140.00 -60.00   865.840
26 -37.08 140.00 -80.00  1002.160
26 -37.08 140.00 -100.00  1138.480
26 -37.08 140.00 -120.00  1226.002
26 -37.08 140.00 -140.00  1264.726
26 -37.08 140.00 -160.00  1303.450
26 -37.08 140.00 -180.00  1305.978
26 -37.08 140.00 -200.00  1308.506
26 -37.08 140.00 -220.00  1318.434
26 -37.08 140.00 -240.00  1335.762
26 -37.08 140.00 -260.00  1353.090
26 -37.08 140.00 -280.00  1386.678
26 -37.08 140.00 -300.00  1420.266
26 -37.08 140.00 -320.00  1456.384
26 -37.08 140.00 -340.00  1495.032
27 -36.63 140.00 -0.00    10.000
27 -36.63 140.00 -2.00    37.899
27 -36.63 140.00 -5.00    79.748
27 -36.63 140.00 -10.00   149.497
27 -36.63 140.00 -15.00   219.245
27 -36.63 140.00 -20.00   288.993
27 -36.63 140.00 -25.00   358.742
27 -36.63 140.00 -30.00   428.490
27 -36.63 140.00 -35.00   498.238
27 -36.63 140.00 -40.00   567.987
27 -36.63 140.00 -60.00   846.980
27 -36.63 140.00 -80.00   976.868
27 -36.63 140.00 -100.00  1106.756
27 -36.63 140.00 -120.00  1185.874
27 -36.63 140.00 -140.00  1214.222
27 -36.63 140.00 -160.00  1242.570
27 -36.63 140.00 -180.00  1282.506
27 -36.63 140.00 -200.00  1322.442
27 -36.63 140.00 -220.00  1318.698
27 -36.63 140.00 -240.00  1271.274
27 -36.63 140.00 -260.00  1223.850
27 -36.63 140.00 -280.00  1260.662
27 -36.63 140.00 -300.00  1297.474
27 -36.63 140.00 -320.00  1340.242
27 -36.63 140.00 -340.00  1388.966
28 -36.17 140.00 -0.00    10.000
28 -36.17 140.00 -2.00    36.915
28 -36.17 140.00 -5.00    77.287
28 -36.17 140.00 -10.00   144.573
28 -36.17 140.00 -15.00   211.860
28 -36.17 140.00 -20.00   279.147
28 -36.17 140.00 -25.00   346.433
28 -36.17 140.00 -30.00   413.720
28 -36.17 140.00 -35.00   481.007
