StudyName,Type,Tmin,Tmax,Pmin,Pmax,WCalib,Mg#,sigma_i,sigma_i_err,h_i,h_i_err,sigma_pol,sigma_pol_err,h_pol,h_pol_err,sigma_p,sigma_p_err,h_p,h_p_err,r,r_err,alpha_p,alpha_p_err,wtype,dens_mat
Sun2022_Ilmenite,0,773,1273,2,2,0,0,0,0,0,0,2.44,0.01,1000,0,0,0,0,0,0,0,0,0,0,4720
