Latitude,Longitude,DiffLogCond,SyntheticLogCond,ModelLogCond
-37.572289,140.050087,3.0767824773635994,-5.308035522313841,-2.231253044950242
-37.724386,140.035829,3.2397141977584267,-5.38050804507304,-2.1407938473146135
-37.876475,140.021463,3.3428499931632083,-5.428006374401196,-2.085156381237988
-38.028555,140.006989,3.425778486861735,-5.500911351457396,-2.075132864595661
-38.180627,139.992406,3.4623386361270594,-5.578955309634119,-2.1166166735070595
-38.332689,139.977712,3.4618511171285307,-5.665635036098392,-2.203783918969861
-38.484743,139.962907,3.4457338120030054,-5.760818720795032,-2.3150849087920267
-38.636789,139.94799,3.3938713911911034,-5.807740922836843,-2.41386953164574
-38.788825,139.93296,3.394542117926708,-5.849686997132533,-2.4551448792058252
-38.940852,139.917816,3.4689443139936813,-5.862158800080103,-2.3932144860864213
-39.092871,139.902558,3.674647895347156,-5.862158800080103,-2.1875109047329464
-39.24488,139.887183,4.0559627934030305,-5.862158800080103,-1.8061960066770721
-29.81335,140.826711,4.806521620924836,-6.575507276392438,-1.7689856554676016
-29.965877,140.817269,4.423114778989364,-6.391415543981643,-1.96830076499228
-30.118397,140.807753,4.205806396913726,-6.222331221176543,-2.016524824262817
-30.270911,140.798165,4.183099470759749,-6.12140785883179,-1.9383083880720413
-30.423419,140.788503,4.236244819909391,-6.012070613466968,-1.7758257935575776
-30.57592,140.778767,4.39060215937718,-5.969345117047062,-1.578742957669882
-30.728415,140.768956,4.567637771143259,-5.96202272124521,-1.3943849501019516
-30.880903,140.75907,4.764235018672728,-6.02287254256618,-1.2586375238934522
-31.033385,140.749108,4.9069300782803555,-6.098603736009145,-1.1916736577287899
-31.185861,140.739071,5.037212800121963,-6.236230377539736,-1.1990175774177738
-31.33833,140.728956,5.073641091504725,-6.349441933322994,-1.2758008418182687
-31.490792,140.718765,5.04420027838302,-6.455978722485196,-1.4117784441021768
-31.643248,140.708496,4.986062515688726,-6.580227270410992,-1.5941647547222666
-31.795697,140.698149,4.842589058314935,-6.6502877238993925,-1.8076986655844571
-31.948139,140.687723,4.72784589567029,-6.7615818102509335,-2.033735914580643
-32.100575,140.677218,4.638950476232841,-6.889086645256236,-2.2501361690233947
-32.253004,140.666633,4.635272701755929,-7.0691545231277715,-2.433881821371842
-32.405426,140.655968,4.730292928286476,-7.297342466644312,-2.567049538357836
-32.557841,140.645223,4.751631275069844,-7.393913646527781,-2.6422823714579367
-32.710249,140.634395,4.753090006584801,-7.418581075155648,-2.665491068570846
-32.862651,140.623486,4.765665193626507,-7.418683324677092,-2.6530181310505845
-33.015045,140.612494,4.831800357033234,-7.456406943077708,-2.624606586044474
-33.167433,140.601419,4.993164546834698,-7.58837808234396,-2.595213535509262
-33.319813,140.590261,5.0623764672183045,-7.632296692101521,-2.5699202248832167
-33.472186,140.579018,4.873193898114098,-7.417647094578508,-2.54445319646441
-33.624553,140.56769,4.561346856471328,-7.0718729680094565,-2.510526111538128
-33.776912,140.556277,4.265153684908323,-6.72805506356094,-2.4629013786526173
-33.929264,140.544777,4.103886660168779,-6.507710960448097,-2.4038243002793176
-34.081608,140.533191,4.172833125712566,-6.515873570304705,-2.343040444592139
-34.233946,140.521518,4.308861234905815,-6.60115002634274,-2.292288791436925
-34.386276,140.509756,4.2830635537027835,-6.542246076784223,-2.2591825230814395
-34.538598,140.497906,4.084655686685292,-6.326974555034429,-2.2423188683491366
-34.690913,140.485967,3.71227005216537,-5.944278769514123,-2.2320087173487533
-34.843221,140.473937,3.5655422114333266,-5.780952193683738,-2.215409982250411
-34.995522,140.461817,3.622055685461136,-5.807073739867957,-2.185018054406821
-35.147814,140.449606,3.804356409175412,-5.949540973702067,-2.145184564526655
-35.3001,140.437303,3.8890473619214454,-6.0029019225236,-2.113854560602155
-35.452377,140.424907,3.6911711481549485,-5.808626010012081,-2.1174548618571327
-35.604647,140.412418,3.3946996796713975,-5.574097963482391,-2.1793982838109933
-35.75691,140.399835,3.1421971958133406,-5.450620027252971,-2.3084228314396307
-35.909164,140.387157,3.0007939197392495,-5.493361954450678,-2.4925680347114283
-36.061411,140.374384,2.9222788346871846,-5.621757789411779,-2.6994789547245945
-36.21365,140.361515,2.8849048113010682,-5.7726373950962655,-2.8877325837951973
-36.365881,140.348548,2.7156241634035103,-5.735508215097048,-3.0198840516935377
-36.518104,140.335484,2.5626950556153676,-5.638190515716617,-3.075495460101249
-36.67032,140.322322,2.4875510004498347,-5.541318707621464,-3.0537677071716294
-36.822527,140.30906,2.4513269412991168,-5.424715425760092,-2.9733884844609753
-36.974726,140.295698,2.3271308918858353,-5.184384688941062,-2.8572537970552268
-37.126917,140.282236,2.3306665808497624,-5.056815559708036,-2.7261489788582733
-37.2791,140.268672,2.480407465102362,-5.074309431276276,-2.5939019661739144
-37.431275,140.255006,2.712502538057498,-5.177384299547594,-2.464881761490096
-37.583442,140.241237,2.983468403585288,-5.325340596021107,-2.341872192435819
-37.7356,140.227363,3.184059474404026,-5.41534726291282,-2.2312877885087943
-37.88775,140.213385,3.3161929543919775,-5.463670593783082,-2.1474776393911044
-38.039891,140.199302,3.400804882527312,-5.509599912415294,-2.108795029887982
-38.192025,140.185111,3.4626461858527136,-5.591145156384646,-2.128498970531932
-38.344149,140.170814,3.467317585107032,-5.672699707770297,-2.205382122663265
-38.496266,140.156408,3.4342212352214037,-5.751338642188737,-2.3171174069673337
-38.648373,140.141894,3.3621018388092523,-5.783080771123749,-2.4209789323144966
-38.800473,140.127269,3.347061845656207,-5.811066332292858,-2.4640044866366515
-38.952563,140.112533,3.4179006277173363,-5.812174792339602,-2.3942741646222654
-39.104645,140.097686,3.642109496944709,-5.812174792339602,-2.1700652953948927
-39.256718,140.082726,4.048365927096286,-5.812174792339602,-1.7638088652433148
-29.821438,141.001656,4.831724656759528,-6.618863821570685,-1.7871391648111572
-29.974015,140.992477,4.433077809751763,-6.491151587098265,-2.0580737773465008
-30.126585,140.983227,4.195565063119622,-6.347646224018901,-2.152081160899279
-30.279149,140.973907,4.125118925352204,-6.2358986810224835,-2.1107797556702796
-30.431707,140.964514,4.128005707314802,-6.109678399404883,-1.981672692090081
-30.584258,140.95505,4.235662321391158,-6.043751852009328,-1.8080895306181703
-30.736804,140.945513,4.3963988240037875,-6.021407172830823,-1.6250083488270355
-30.889343,140.935903,4.59707504978057,-6.054884366019673,-1.4578093162391026
-31.041876,140.926219,4.795291381346957,-6.120367275081969,-1.3250758937350116
-31.194402,140.916461,5.009919938871709,-6.252953262030378,-1.2430333231586683
-31.346922,140.906629,5.125893088656,-6.353495928872646,-1.2276028402166457
-31.499436,140.896722,5.163614861638305,-6.4562055281269535,-1.2925906664886484
-31.651943,140.88674,5.144438841367812,-6.588198731117344,-1.4437598897495323
-31.804444,140.876681,4.9907476604791725,-6.662876960592711,-1.6721293001135384
-31.956938,140.866546,4.835141836031744,-6.786118594140904,-1.950976758109159
-32.109425,140.856334,4.6785138387111544,-6.917796988631787,-2.2392831499206327
-32.261906,140.846045,4.611382919462553,-7.10315185232728,-2.491768932864727
-32.414381,140.835677,4.621166660177366,-7.293853988313349,-2.672687328135983
-32.566848,140.825231,4.617580383600275,-7.384127435165189,-2.7665470515649138
-32.719309,140.814705,4.649840227340268,-7.431405182089396,-2.781564954749128
-32.871763,140.8041,4.743457278356492,-7.486904206428972,-2.74344692807248
-33.024211,140.793415,4.805246798822678,-7.488435367531082,-2.683188568708404
-33.176651,140.782648,4.956934981100903,-7.581372192297435,-2.6244372111965317
-33.329085,140.771801,4.941663418359995,-7.518128461085493,-2.5764650427254985
-33.481512,140.760871,4.565545896449825,-7.101009197138837,-2.5354633006890124
-33.633932,140.749859,4.22247916886401,-6.71472582565883,-2.49224665679482
-33.786345,140.738764,4.028479645358289,-6.469913847770429,-2.4414342024121396
-33.938751,140.727585,3.9253541021811014,-6.311975998032231,-2.38662189585113
-34.09115,140.716321,4.045677707958906,-6.385135223075343,-2.339457515116437
-34.243541,140.704973,4.146060819521836,-6.458409673077871,-2.3123488535560357
-34.395926,140.693539,4.083412568285917,-6.39424573410011,-2.3108331658141936
-34.548304,140.682019,3.8165936604129227,-6.14500706685456,-2.328413406441637
-34.700674,140.670412,3.519138362817553,-5.867681318495406,-2.348542955677853
-34.853037,140.658718,3.4561791443569514,-5.808014052207631,-2.3518349078506797
-35.005393,140.646935,3.63076288486232,-5.957651917672477,-2.326889032810157
-35.157741,140.635064,3.78472353104008,-6.06262414629155,-2.27790061525147
-35.310082,140.623103,3.781900946755015,-6.008255149949388,-2.226354203194373
-35.462416,140.611053,3.5328100883591,-5.737297564389644,-2.204487476030544
-35.614742,140.598911,3.305839590000846,-5.5471639239864245,-2.2413243339855784
-35.767061,140.586678,3.1626097754886593,-5.511812858779005,-2.349203083290346
-35.919372,140.574353,3.116478076131212,-5.633444774835965,-2.516966698704753
-36.071676,140.561935,3.0897957766437227,-5.800588102621897,-2.7107923259781743
-36.223972,140.549424,3.0639455501861868,-5.951339384285499,-2.8873938340993126
-36.37626,140.536818,2.964708274098152,-5.973695877240737,-3.008987603142585
-36.528541,140.524117,2.810248031960539,-5.867494437932214,-3.0572464059716746
-36.680814,140.511321,2.651241015751392,-5.686659781062609,-3.035418765311217
-36.833079,140.498428,2.44734172905786,-5.413403665609128,-2.9660619365512675
-36.985337,140.485438,2.181711544700362,-5.055290471330332,-2.8735789266299703
-37.137586,140.47235,2.161680156563146,-4.9375080812063326,-2.7758279246431865
-37.289828,140.459163,2.3451656020204883,-5.024536722232963,-2.6793711202124744
-37.442061,140.445877,2.634401154612328,-5.213068070361076,-2.578666915748748
-37.594287,140.43249,2.9019779146000753,-5.3694220135334,-2.467444098933325
-37.746505,140.419003,3.1080385560842196,-5.455213484144077,-2.3471749280598577
-37.898714,140.405413,3.22188390116666,-5.455751398897959,-2.2338674977312993
-38.050916,140.39172,3.339618538212583,-5.493219729798524,-2.1536011915859405
-38.203109,140.377925,3.430135414264277,-5.560718998309345,-2.130583584045068
-38.355294,140.364024,3.4613439557838763,-5.635139840778318,-2.1737958849944414
-38.507471,140.350019,3.4311927306291934,-5.697779974627084,-2.2665872439978902
-38.659639,140.335907,3.3598851974291892,-5.726017079624124,-2.3661318821949346
-38.8118,140.321688,3.315685153863944,-5.730531848093967,-2.4148466942300226
-38.963951,140.307362,3.393576405115935,-5.748538233236318,-2.3549618281203832
-39.116095,140.292927,3.6075706681289437,-5.748538233236318,-2.1409675651073745
-39.26823,140.278382,4.003438774273396,-5.748538233236318,-1.7450994589629225
-29.829296,141.176671,4.874202493394033,-6.697683420450854,-1.8234809270568213
-29.981921,141.167756,4.419467377213323,-6.5774636289561235,-2.157996251742801
-30.13454,141.158773,4.107791527312585,-6.414889760582411,-2.3070982332698255
-30.287152,141.14972,3.9669430809413044,-6.28885509898885,-2.3219120180475454
-30.439759,141.140598,3.891483546531966,-6.140130085482433,-2.248646538950467
-30.59236,141.131405,3.940295651301262,-6.059639694154674,-2.119344042853412
-30.744954,141.122142,4.068502291844107,-6.022597284333331,-1.9540949924892244
-30.897542,141.112809,4.275400969162293,-6.042614703143729,-1.7672137339814362
-31.050125,141.103404,4.529174922187231,-6.1053685712483405,-1.57619364906111
-31.202701,141.093927,4.819435101383497,-6.228151769388256,-1.408716668004759
-31.35527,141.084377,5.029671868184099,-6.331439177075363,-1.301767308891264
-31.507834,141.074755,5.150701388644517,-6.443513545318936,-1.292812156674419
-31.660391,141.065059,5.172318077152484,-6.57749958807455,-1.4051815109220664
-31.812942,141.05529,5.030633297188932,-6.665717277996123,-1.6350839808071909
-31.965486,141.045446,4.832946129251954,-6.780170583037469,-1.947224453785515
-32.118024,141.035528,4.62480400200189,-6.907290766982259,-2.2824867649803684
-32.270556,141.025534,4.477007374059621,-7.052590798986856,-2.575583424927235
-32.423081,141.015464,4.467293632268376,-7.243859857530798,-2.776566225262422
-32.5756,141.005318,4.475463713043702,-7.341303512006156,-2.865839798962454
-32.728112,140.995095,4.578853878090026,-7.436085960421158,-2.857232082331132
-32.880617,140.984794,4.655420277736067,-7.442783063818604,-2.7873627860825367
-33.033116,140.974416,4.700076769674279,-7.397979235429565,-2.697902465755286
-33.185608,140.963959,4.7468854547555805,-7.3657463248044746,-2.618860870048894
-33.338094,140.953423,4.594664706296206,-7.155191141535855,-2.560526435239649
-33.490573,140.942807,4.19952544439983,-6.7161316786846035,-2.5166062342847733
-33.643045,140.932111,3.9645127581180977,-6.439461465698711,-2.4749487075806136
-33.79551,140.921334,3.8094373348950445,-6.23854625991077,-2.429108925015725
-33.947969,140.910476,3.7308940686710774,-6.1148711111274165,-2.383977042456339
-34.10042,140.899536,3.858488030071579,-6.2120470870154145,-2.3535590569438356
-34.252865,140.888514,4.027918531351977,-6.379475490734238,-2.351556959382261
-34.405303,140.877408,3.9517898333884247,-6.333929810186313,-2.3821399767978884
-34.557733,140.866219,3.6917699548982474,-6.126212016151745,-2.434442061253497
-34.710157,140.854945,3.4750427142179676,-5.960801011453153,-2.4857582972351855
-34.862574,140.843586,3.392652850515318,-5.90338742340476,-2.5107345728894415
-35.014984,140.832142,3.541495311333686,-6.0358005239727275,-2.4943052126390417
-35.167386,140.820611,3.5633169691300055,-6.003526461103178,-2.4402094919731723
-35.319781,140.808994,3.4764918173948334,-5.849029543197841,-2.372537725803008
-35.47217,140.797289,3.247264528033714,-5.575265354717543,-2.3280008266838292
-35.62455,140.785495,3.184060489695065,-5.523787267390282,-2.339726777695217
-35.776924,140.773613,3.2154127024149557,-5.637781377071542,-2.4223686746565867
-35.92929,140.761642,3.229143712176571,-5.794199838862471,-2.5650561266858998
-36.081649,140.74958,3.191129810644136,-5.923880065627339,-2.732750254983203
-36.234001,140.737427,3.115916475779805,-5.997412590814871,-2.8814961150350666
-36.386345,140.725183,3.04699334322523,-6.022036489662257,-2.9750431464370273
-36.538682,140.712846,2.9116471185950137,-5.911184473811384,-2.9995373552163707
-36.691011,140.700417,2.7281999482028296,-5.693054546094406,-2.9648545978915766
-36.843332,140.687893,2.4522495670161564,-5.351825361332855,-2.8995757943166987
-36.995646,140.675276,2.1773085197379887,-5.008721795119972,-2.8314132753819834
-37.147952,140.662563,2.1564532307759823,-4.932368014315549,-2.7759147835395668
-37.300251,140.649754,2.3493899156650815,-5.080607111127166,-2.7312171954620843
